Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Equity Only Funding,Organization Revenue Range,Organization Website,Diversity Spotlight,Number of Partner Investors,Number of Investors
Series A - Lemox,https://www.crunchbase.com/funding_round/lemox-series-a--19a04eb5,"Long Beach, California, United States, North America",Lemox,https://www.crunchbase.com/organization/lemox,Series A,6150000,EUR,7305617,2021-09-03,Yes,,https://www.lemox.io/,,,2
Series A - Efficient Capital Labs,https://www.crunchbase.com/funding_round/efficient-capital-labs-series-a--c1666f1a,"New York, New York, United States, North America",Efficient Capital Labs,https://www.crunchbase.com/organization/efficient-capital-labs,Series A,11000000,USD,11000000,2024-08-21,Yes,$10M to $50M,https://www.ecaplabs.com/,,2,6
Series A - Aspora,https://www.crunchbase.com/funding_round/aspora-series-a--dbc92fbb,"San Francisco, California, United States, North America",Aspora,https://www.crunchbase.com/organization/aspora,Series A,35000000,USD,35000000,2024-12-01,Yes,,https://www.aspora.com/e,,1,3
Series A - Sedric,https://www.crunchbase.com/funding_round/sedric-ai-series-a--aacf78b6,"New York, New York, United States, North America",Sedric,https://www.crunchbase.com/organization/sedric-ai,Series A,18500000,USD,18500000,2024-09-05,Yes,$1M to $10M,https://www.sedric.ai/,,2,8
Series A - Haven,https://www.crunchbase.com/funding_round/haven-d689-series-a--dc419802,"Madison, New Jersey, United States, North America",Haven,https://www.crunchbase.com/organization/haven-d689,Series A,8000000,USD,8000000,2022-11-01,Yes,$1M to $10M,https://www.havenservicing.com/,,1,8
Series A - The TIE,https://www.crunchbase.com/funding_round/the-tie-series-a--11a3fc62,"Manhattan, New York, United States, North America",The TIE,https://www.crunchbase.com/organization/the-tie,Series A,9000000,USD,9000000,2022-03-21,Yes,$1M to $10M,https://www.thetie.io/,,,8
Series A - Zerion,https://www.crunchbase.com/funding_round/zerion-series-a--80bb042e,"San Francisco, California, United States, North America",Zerion,https://www.crunchbase.com/organization/zerion,Series A,8200000,USD,8200000,2021-07-07,Yes,$10M to $50M,https://zerion.io/,,4,24
Series A - Altruist,https://www.crunchbase.com/funding_round/altruist-corp-series-a--8fe8d54d,"Culver City, California, United States, North America",Altruist,https://www.crunchbase.com/organization/altruist-corp,Series A,8500000,USD,8500000,2018-09-09,Yes,$50M to $100M,https://altruist.com,,1,3
Series A - Guideline,https://www.crunchbase.com/funding_round/guideline-technologies-inc-series-a--b51a0207,"San Mateo, California, United States, North America",Guideline,https://www.crunchbase.com/organization/guideline-technologies-inc,Series A,7000000,USD,7000000,2016-07-19,Yes,$10M to $50M,https://www.guideline.com,,4,7
Series A - One,https://www.crunchbase.com/funding_round/onefinance-series-a--aad90942,"San Francisco, California, United States, North America",One,https://www.crunchbase.com/organization/onefinance,Series A,17000000,USD,17000000,2020-03-17,Yes,$1M to $10M,https://www.onefinance.com,,,4
Series A - Swan Bitcoin,https://www.crunchbase.com/funding_round/swanbitcoin-series-a--39526d1e,"Los Angeles, California, United States, North America",Swan Bitcoin,https://www.crunchbase.com/organization/swanbitcoin,Series A,6000000,USD,6000000,2021-11-22,Yes,$100M to $500M,https://www.swanbitcoin.com,,3,18
Series A - Qira,https://www.crunchbase.com/funding_round/qira-series-a--77c74677,"New York, New York, United States, North America",Qira,https://www.crunchbase.com/organization/qira,Series A,8000000,USD,8000000,2021-08-17,Yes,$1M to $10M,http://www.qira.com,,,1
Series A - Arca,https://www.crunchbase.com/funding_round/arca-5fb9-series-a--919a5a36,"Los Angeles, California, United States, North America",Arca,https://www.crunchbase.com/organization/arca-5fb9,Series A,10000000,USD,10000000,2021-01-13,Yes,$1M to $10M,https://www.ar.ca,,1,3
Series A - 1Token,https://www.crunchbase.com/funding_round/1token-series-a--4bffc671,"New York, New York, United States, North America",1Token,https://www.crunchbase.com/organization/1token,Series A,12000000,USD,12000000,2022-06-01,Yes,,https://1token.tech/,,,5
Series A - Maestro,https://www.crunchbase.com/funding_round/maestro-d4e6-series-a--335a50cd,"New York, New York, United States, North America",Maestro,https://www.crunchbase.com/organization/maestro-d4e6,Series A,7200000,USD,7200000,2020-11-10,Yes,$1M to $10M,https://www.go-maestro.com/,,,2
Series A - Afficiency,https://www.crunchbase.com/funding_round/afficiency-series-a--43662ed9,"New York, New York, United States, North America",Afficiency,https://www.crunchbase.com/organization/afficiency,Series A,7000000,USD,7000000,2022-04-05,Yes,$1M to $10M,http://www.afficiency.com,,2,4
Series A - CifraPay,https://www.crunchbase.com/funding_round/cifrapay-series-a--5d0f80d5,"Palo Alto, California, United States, North America",CifraPay,https://www.crunchbase.com/organization/cifrapay,Series A,8000000,USD,8000000,2021-12-20,Yes,,https://www.cifrapayments.com/,,,1
Series A - Column Tax,https://www.crunchbase.com/funding_round/column-tax-series-a--d9bce036,"New York, New York, United States, North America",Column Tax,https://www.crunchbase.com/organization/column-tax,Series A,21700000,USD,21700000,2022-05-17,Yes,,https://www.columntax.com/,,,5
Series A - Opto Investments,https://www.crunchbase.com/funding_round/opto-investments-series-a--f9bbd92c,"New York, New York, United States, North America",Opto Investments,https://www.crunchbase.com/organization/opto-investments,Series A,145000000,USD,145000000,2022-09-20,Yes,$10M to $50M,https://www.optoinvest.com/,,2,7
Series A - Mercury,https://www.crunchbase.com/funding_round/mercury-technologies-series-a--938f55b9,"San Francisco, California, United States, North America",Mercury,https://www.crunchbase.com/organization/mercury-technologies,Series A,21289477,USD,21289477,2019-09-26,Yes,$100M to $500M,https://mercury.com,"East Asian Led, South Asian Founded, South Asian Led",1,40
Series A - FLX Networks,https://www.crunchbase.com/funding_round/flx-distribution-series-a--8b0b8110,"Bernardsville, New Jersey, United States, North America",FLX Networks,https://www.crunchbase.com/organization/flx-distribution,Series A,10000000,USD,10000000,2022-11-03,Yes,$1M to $10M,https://www.flxnetworks.com/,,3,3
Series A - For Days,https://www.crunchbase.com/funding_round/for-days-series-a--29ca2368,"Los Angeles, California, United States, North America",For Days,https://www.crunchbase.com/organization/for-days,Series A,4575000,USD,4575000,2021-12-21,Yes,$1M to $10M,http://www.fordays.com,"Women Founded, Women Led",1,3
Series A - Earnity,https://www.crunchbase.com/funding_round/earnity-series-a--f60df96a,"San Mateo, California, United States, North America",Earnity,https://www.crunchbase.com/organization/earnity,Series A,15000000,USD,15000000,2021-12-06,Yes,$1M to $10M,https://www.earnity.com/,,,4
Series A - HODL Media,https://www.crunchbase.com/funding_round/hodl-media-series-a--9fce6ee1,"Palo Alto, California, United States, North America",HODL Media,https://www.crunchbase.com/organization/hodl-media,Series A,2250000,USD,2250000,2021-05-31,Yes,,http://www.hodl.mobi/,,,1
Series A - Squeeze,https://www.crunchbase.com/funding_round/squeeze-2-series-a--ca97855a,"Boca Raton, Florida, United States, North America",Squeeze,https://www.crunchbase.com/organization/squeeze-2,Series A,10000000,USD,10000000,2023-02-01,Yes,$1M to $10M,https://www.squeeze.com,,,
Series A - InfrasAI (formerly iLife Technologies),https://www.crunchbase.com/funding_round/ilife-4e0b-series-a--593f3368,"Sunnyvale, California, United States, North America",InfrasAI (formerly iLife Technologies),https://www.crunchbase.com/organization/ilife-4e0b,Series A,17000000,USD,17000000,2023-01-19,Yes,$1M to $10M,https://www.infrasai.io/,,1,4
Series A - Link Financial Technologies,https://www.crunchbase.com/funding_round/link-financial-series-a--91e716bd,"San Francisco, California, United States, North America",Link Financial Technologies,https://www.crunchbase.com/organization/link-financial,Series A,20000000,USD,20000000,2023-01-19,Yes,,https://www.link.money/,,1,1
Series A - Basis Theory,https://www.crunchbase.com/funding_round/basis-theory-series-a--6aeb490f,"Mill Valley, California, United States, North America",Basis Theory,https://www.crunchbase.com/organization/basis-theory,Series A,17000000,USD,17000000,2022-04-21,Yes,$1M to $10M,https://basistheory.com,,,8
Series A - Aleph,https://www.crunchbase.com/funding_round/aleph-labs-series-a--b465d299,"New York, New York, United States, North America",Aleph,https://www.crunchbase.com/organization/aleph-labs,Series A,11500000,USD,11500000,2023-10-24,Yes,$1M to $10M,https://www.getaleph.com,,3,4
Series A - Current,https://www.crunchbase.com/funding_round/current-6-series-a--7a58d54f,"New York, New York, United States, North America",Current,https://www.crunchbase.com/organization/current-6,Series A,20200000,USD,20200000,2017-10-25,Yes,$10M to $50M,https://current.com,,2,9
Series A - Carefull,https://www.crunchbase.com/funding_round/carefull-series-a--86b17d6c,"New York, New York, United States, North America",Carefull,https://www.crunchbase.com/organization/carefull,Series A,16500000,USD,16500000,2023-10-11,Yes,$1M to $10M,https://www.getcarefull.com,,1,6
Series A - For Days,https://www.crunchbase.com/funding_round/for-days-series-a--774ab43c,"Los Angeles, California, United States, North America",For Days,https://www.crunchbase.com/organization/for-days,Series A,250000,USD,250000,2022-12-09,Yes,$1M to $10M,http://www.fordays.com,"Women Founded, Women Led",,1
Series A - DeFi Devs,https://www.crunchbase.com/funding_round/defi-devs-series-a--23b39e4b,"Miami, Florida, United States, North America",DeFi Devs,https://www.crunchbase.com/organization/defi-devs,Series A,150000,USD,150000,2022-05-01,Yes,,https://defidevs.io/,,,1
Series A - League Network,https://www.crunchbase.com/funding_round/leaguenetwork-com-series-a--154ad283,"Newark, New Jersey, United States, North America",League Network,https://www.crunchbase.com/organization/leaguenetwork-com,Series A,2000000,USD,2000000,2021-09-07,Yes,$1M to $10M,http://www.LeagueNetwork.com,Women Founded,,
Series A - Pomelo,https://www.crunchbase.com/funding_round/pomelo-e0d1-series-a--7aeaf2b0,"San Francisco, California, United States, North America",Pomelo,https://www.crunchbase.com/organization/pomelo-e0d1,Series A,35000000,USD,35000000,2024-04-22,Yes,,https://www.pomelo.com/,,,3
Series A - Allocations,https://www.crunchbase.com/funding_round/allocations-series-a--7782808f,"San Francisco, California, United States, North America",Allocations,https://www.crunchbase.com/organization/allocations,Series A,5000000,USD,5000000,2022-09-15,Yes,$1M to $10M,http://www.allocations.com/,Women Founded,1,8
Series A - Jointer,https://www.crunchbase.com/funding_round/jointer-2-series-a--fb9e3626,"San Francisco, California, United States, North America",Jointer,https://www.crunchbase.com/organization/jointer-2,Series A,10000000,USD,10000000,2020-11-28,Yes,$1M to $10M,http://www.jointer.io,,,
Series A - Aracar Group,https://www.crunchbase.com/funding_round/aracar-group-series-a--e0d588f1,"New York, New York, United States, North America",Aracar Group,https://www.crunchbase.com/organization/aracar-group,Series A,10000000,USD,10000000,2019-05-22,Yes,$1M to $10M,https://www.aracargroup.com,"Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led",,
Series A - Collective,https://www.crunchbase.com/funding_round/collective-8ab4-series-a--e79148b2,"San Francisco, California, United States, North America",Collective,https://www.crunchbase.com/organization/collective-8ab4,Series A,20000000,USD,20000000,2021-05-12,Yes,$10M to $50M,http://www.collective.com,,4,25
Series A - APER,https://www.crunchbase.com/funding_round/aper-series-a--77575f3a,"Miami, Florida, United States, North America",APER,https://www.crunchbase.com/organization/aper,Series A,15614851,USD,15614851,2021-10-07,Yes,$10M to $50M,https://aper.com/,,,1
Series A - Ntropy Network,https://www.crunchbase.com/funding_round/ntropy-series-a--43b7c49a,"New York, New York, United States, North America",Ntropy Network,https://www.crunchbase.com/organization/ntropy,Series A,11000000,USD,11000000,2022-10-12,Yes,$1M to $10M,https://ntropy.network,"Women Founded, Women Led",1,3
Series A - Spring Free EV,https://www.crunchbase.com/funding_round/spring-free-ev-series-a--dc902b76,"San Francisco, California, United States, North America",Spring Free EV,https://www.crunchbase.com/organization/spring-free-ev,Series A,31000000,USD,31000000,2023-04-06,Yes,Less than $1M,https://www.springfreeev.com/,Women Founded,1,10
Series A - Arrow,https://www.crunchbase.com/funding_round/walnut-3d43-series-a--00cfb094,"New York, New York, United States, North America",Arrow,https://www.crunchbase.com/organization/walnut-3d43,Series A,110000000,USD,110000000,2022-03-14,Yes,$1M to $10M,https://arrowhq.com,,2,12
Series A - Ant Money,https://www.crunchbase.com/funding_round/antmoney-series-a--35d84371,"Newport Beach, California, United States, North America",Ant Money,https://www.crunchbase.com/organization/antmoney,Series A,20000000,USD,20000000,2021-12-22,Yes,$10M to $50M,https://antmoney.com,,1,7
Series A - Landis,https://www.crunchbase.com/funding_round/landis-series-a--94cc27a3,"New York, New York, United States, North America",Landis,https://www.crunchbase.com/organization/landis,Series A,165000000,USD,165000000,2021-07-27,Yes,$1M to $10M,https://www.landis.com,,4,6
Series A - CapitalOS,https://www.crunchbase.com/funding_round/capitalos-series-a--7f33ded9,"San Francisco, California, United States, North America",CapitalOS,https://www.crunchbase.com/organization/capitalos,Series A,9000000,USD,9000000,2023-11-28,Yes,$1M to $10M,https://capitalos.com,,,12
Series A - PureStream Trading Technologies,https://www.crunchbase.com/funding_round/purestream-trading-technologies-series-a--05591638,"New York, New York, United States, North America",PureStream Trading Technologies,https://www.crunchbase.com/organization/purestream-trading-technologies,Series A,14000000,USD,14000000,2021-02-24,Yes,$1M to $10M,https://www.purestream.tech/,,6,6
Series A - Quadpay,https://www.crunchbase.com/funding_round/quadpay-series-a--63d21043,"New York, New York, United States, North America",Quadpay,https://www.crunchbase.com/organization/quadpay,Series A,13,AUD,9,2019-08-02,Yes,$10M to $50M,https://www.quadpay.com/,,,3
Series A - Selfbook,https://www.crunchbase.com/funding_round/Selfbook-series-a--ffb26fdc,"West Hollywood, California, United States, North America",Selfbook,https://www.crunchbase.com/organization/Selfbook,Series A,25000000,USD,25000000,2021-10-25,Yes,$10M to $50M,https://selfbook.com,,6,8
Series A - interface.ai,https://www.crunchbase.com/funding_round/interface-AI-series-a--b49c3667,"San Francisco, California, United States, North America",interface.ai,https://www.crunchbase.com/organization/interface-AI,Series A,20000000,USD,20000000,2024-10-22,Yes,$1M to $10M,https://interface.ai,,1,1
Series A - Able,https://www.crunchbase.com/funding_round/able-42c5-series-a--3ad34c81,"San Francisco, California, United States, North America",Able,https://www.crunchbase.com/organization/able-42c5,Series A,20000000,USD,20000000,2022-06-16,Yes,$1M to $10M,https://able.ai/,,1,2
Series A - MoCaFi,https://www.crunchbase.com/funding_round/mocafi-series-a--c106f19f,"New York, New York, United States, North America",MoCaFi,https://www.crunchbase.com/organization/mocafi,Series A,12000000,USD,12000000,2021-02-12,Yes,$1M to $10M,https://www.mocafi.com/,"Black Founded, Black Led",6,9
